client_id,pit,period,recent_successful_repayments,future_bad_probability,available_credit,balance,sum_failed_repayments ,max_failed_repayments,credit_score,external score,credit_inquiries_count,credit_open_balance,years_on_file,max_successful_repayments,missing_report,client_industry_unknown,tag_in_six_months
23,21/02/2017,first_funded+120,9998.614865,0.740024759,4202.577954,15278.44195,0,0,683,990.5,4,581288,between 2.5 and 3 years,,0,0,bad
7235,4/11/17,first_funded+120,24270.70697,0.73934737,20007.20662,74.07770551,21453.01242,9838.149101,669,969.5,24,909541,between 20 and 25 years,,0,0,bad
19686,26/08/2016,first_funded+120,3369.868937,0.738322281,2527.903178,2410.652605,350.3057741,94.60281566,625,903.5,1,4012,,,0,0,bad
43909,13/07/2016,first_funded+120,3199.71832,0.735791519,2667.749911,2181.828968,,,478,683,8,46720,between 3 and 5 years,,0,0,bad
18610,11/6/16,first_funded+180,20123.67374,0.73524836,5346.800258,47461.29882,0,0,,-34,,,between 0.5 and 1 years,,0,1,bad
17074,23/09/2016,first_funded+120,12754.3985,0.735079831,4152.288844,25769.81356,1429.215905,224.2836364,,-34,,,,,0,0,bad
21276,10/5/16,first_funded+180,106252.9046,0.735000323,59.97091708,20099.29202,851.422405,848.0612614,,-34,9,,between 6 and 8 years,,0,0,bad
10894,22/01/2017,first_funded+180,4512.019462,0.734374976,285.4865245,4755.81191,0,0,641,927.5,34,63334,,,0,1,bad
8457,12/10/16,first_funded+120,4697.581775,0.732762669,797.9730513,7679.5918,354.1155899,216.9221888,660,956,11,159502,between 3 and 5 years,,0,0,bad
4004,21/01/2017,first_funded+120,13259.13621,0.732531944,502.2308481,24635.04229,315.2035711,159.2845198,620,896,38,161131,,,0,0,bad
4907,3/8/17,first_funded+180,1259.34675,0.732382497,-4427.474405,29338.85631,11475.11453,939.3330814,616,890,13,256811,between 2 and 2.5 years,,0,0,bad
7669,12/10/16,first_funded+120,2706.873807,0.73191479,1087.324538,6386.921204,1537.781691,151.2556831,619,894.5,28,30381,between 1.5 and 2 years,,0,0,bad
27167,8/11/17,first_funded+120,549.0005232,0.731505177,-2096.252482,12159.15481,243.9369541,243.9247645,657,951.5,13,3231,between 8 and 10 years,0,0,1,bad
9943,5/10/17,first_funded+120,2666.174195,0.731471315,-2668.371909,22639.86569,970.1466253,713.1766777,629,909.5,61,335572,less than 0.5 year,0,0,0,bad
33275,9/6/16,first_funded+180,7759.285996,0.731069866,5480.37049,4556.041648,1416.862064,252.801292,626,905,,,,,0,0,bad
18257,28/06/2017,first_funded+120,10365.99666,0.730201125,778.4286656,19334.2738,1056.248141,237.1726319,612,884,13,82545,,0,0,0,bad
14453,1/7/17,first_funded+180,17453.80929,0.730123611,3155.702029,28081.73536,1492.093949,432.6068881,653,945.5,2,56010,between 2 and 2.5 years,,0,0,bad
13033,28/10/2016,first_funded+120,2210.42283,0.729388879,161.2492749,9808.421398,950.5004714,118.9947921,588,848,10,87537,between 2.5 and 3 years,,0,1,bad
2876,25/03/2017,first_funded+180,7939.025711,0.729200606,6234.988322,13857.19211,458.1153361,457.8066985,631,912.5,37,69727,,,0,0,bad
5296,24/05/2017,first_funded+180,9165.64275,0.728912981,119.4694053,15150.79464,0,0,616,890,20,6390,between 1 and 1.5 years,0,0,0,bad
11126,5/6/17,first_funded+120,1613.011688,0.728875046,638.7526191,9419.145478,1574.237365,301.9655909,628,908,14,240089,between 25 and 30 years,,0,0,bad
6865,6/12/17,first_funded+180,1043.882967,0.726645112,-246.7142542,7264.569175,163.5188717,90.58041895,665,963.5,14,19620,,0,0,0,bad
27297,27/08/2016,first_funded+180,8957.887377,0.726566709,4608.868298,10026.86516,964.4004236,636.6746316,654,947,14,34596,between 3 and 5 years,,0,0,bad
25288,25/09/2017,first_funded+180,7365.375496,0.726395431,5177.357746,29935.41592,19116.46527,2135.267951,693,1005.5,2,56711,between 3 and 5 years,0,0,0,bad
18225,19/11/2016,first_funded+180,36.03892953,0.726058964,137.3548055,4852.617373,449.1222162,221.6831096,619,894.5,16,17946,less than 0.5 year,,0,1,bad
23,22/04/2017,first_funded+180,13333.81119,0.725673789,13770.47829,6846.937529,0,0,681,987.5,7,581462,less than 0.5 year,21,0,0,bad
11370,5/12/17,first_funded+120,19989.54623,0.724741679,2044.072492,38002.09694,0,0,633,915.5,6,167118,between 10 and 12 years,13,0,0,bad
15084,10/11/16,first_funded+120,12000.41735,0.724590251,-320.2305892,20253.65735,1218.118662,731.7655108,716,1040,10,93990,between 8 and 10 years,,0,0,bad
13579,25/10/2016,first_funded+120,11397.97204,0.724585024,1506.811197,18575.30608,1232.608762,440.1960003,581,837.5,19,55791,between 3 and 5 years,,0,0,bad
22913,18/09/2016,first_funded+180,30798.78895,0.723579391,1233.855694,23785.83473,0,0,615,888.5,16,24725,less than 0.5 year,,0,0,bad
3632,21/02/2017,first_funded+120,5952.148107,0.722864434,390.2857599,8897.374529,0,0,656,950,7,44981,between 6 and 8 years,,0,1,bad
12181,11/11/16,first_funded+120,13628.59816,0.721962729,8393.027397,15699.52786,0,0,620,896,5,280942,,,0,0,bad
10642,17/07/2017,first_funded+180,983.9799804,0.721227095,-4327.628171,24235.83223,1065.250561,445.5291781,524,752,23,769350,between 1.5 and 2 years,0,0,0,bad
11389,5/9/17,first_funded+120,9262.942482,0.720909518,9191.721758,10852.22298,1781.195653,891.107448,579,834.5,9,217485,,3,0,0,bad
14003,20/07/2017,first_funded+120,1228.913573,0.720563876,-2697.914471,32571.48718,2694.031847,1440.361328,708,1028,13,24790,between 2 and 2.5 years,0,0,1,bad
2355,4/5/17,first_funded+180,5382.260407,0.719806603,2648.755971,17069.68578,2617.514804,422.1897048,632,914,7,22048,between 6 and 8 years,6,0,0,bad
7495,14/12/2016,first_funded+120,7971.569253,0.719504251,1826.393165,18441.67812,2195.876251,545.4646043,674,977,16,143382,less than 0.5 year,,0,0,bad
14730,26/10/2016,first_funded+120,14534.10118,0.717200509,2339.723181,17589.55963,0,0,630,911,13,16066,between 8 and 10 years,,0,0,bad
6840,6/5/17,first_funded+180,5872.56399,0.71712294,5764.706096,9257.869008,488.0011897,265.879731,655,948.5,4,86133,between 3 and 5 years,0,0,0,bad
30585,24/01/2017,first_funded+180,15143.66884,0.715033874,3342.07437,17101.70094,0,0,685,993.5,9,131572,between 8 and 10 years,,0,0,bad
12244,1/4/17,first_funded+180,6159.230979,0.714472938,7211.155477,4835.197716,0,0,615,888.5,64,189894,between 8 and 10 years,,0,0,bad
22786,13/09/2017,first_funded+180,188.2313905,0.714131058,-1631.911582,16390.99773,6819.685203,398.043126,680,986,18,69371,,0,0,0,bad
21581,27/09/2016,first_funded+180,-87.807345,0.713698831,-691.7582318,10634.96929,1040.058617,441.2529209,601,867.5,9,189426,less than 0.5 year,,0,0,bad
1171,2/10/17,first_funded+120,951.5639495,0.713167034,-3809.465265,23656.52272,899.3339024,482.9073057,633,915.5,7,13273,,,0,0,bad
823,4/12/17,first_funded+180,37.58524718,0.711899626,2474.320066,12602.3509,2669.054453,582.8651962,666,965,17,415485,between 3 and 5 years,0,0,0,bad
4946,14/03/2017,first_funded+180,25659.01186,0.710687531,5175.10415,15118.96831,0,0,651,942.5,32,39003,between 0.5 and 1 years,,0,0,bad
36458,28/10/2016,first_funded+120,385.5942405,0.709468529,173.63504,9928.443856,4371.070698,454.7561263,662,959,10,66742,between 1.5 and 2 years,,0,0,bad
4199,1/12/17,first_funded+120,-81.67747703,0.709335746,92.44572381,19894.20574,4837.111186,569.6711948,647,936.5,19,42265,,,0,0,bad
9801,25/11/2016,first_funded+120,21012.8064,0.70865486,19998.31451,-12.12104541,0,0,668,968,30,677394,between 20 and 25 years,,0,1,bad
6113,6/3/17,first_funded+180,4068.263744,0.708600092,4521.258293,5529.759763,1369.378572,456.9569679,604,872,4,673489,between 10 and 12 years,0,0,0,bad
7021,15/04/2017,first_funded+120,19431.19787,0.708005594,4219.999659,34593.55861,0,0,662,959,3,73223,between 3 and 5 years,13,0,0,bad
699,17/05/2017,first_funded+120,56.11678389,0.707284588,1693.687363,6871.726596,1321.182431,180.1024249,631,912.5,19,210069,between 3 and 5 years,0,0,0,bad
2522,5/11/17,first_funded+120,7034.17713,0.706599131,4239.909683,15628.55969,5384.183625,212.3661592,623,900.5,13,83416,between 10 and 12 years,0,0,0,bad
1767,4/2/17,first_funded+180,5259.783245,0.706293382,5627.930188,4400.538736,2777.732543,373.8091346,706,1025,12,8814,between 1.5 and 2 years,6,0,0,bad
40566,7/6/16,first_funded+120,14577.13417,0.705746383,,24011.68849,3596.99043,212.566693,669,969.5,11,211019,between 5 and 6 years,,0,0,bad
7485,1/7/17,first_funded+120,11939.36265,0.704398119,6500.457778,13606.53855,0,0,687,996.5,15,241040,between 6 and 8 years,,0,0,bad
10571,28/01/2017,first_funded+180,19390.90658,0.703705021,10553.89939,30357.46089,419.9754542,415.3871507,755,1098.5,0,145764,between 14 and 17 years,,0,0,bad
2281,28/03/2017,first_funded+180,15266.9545,0.703286809,9835.996897,10419.94657,0,0,699,1014.5,7,96074,,,0,0,good
12686,1/2/17,first_funded+180,3725.833757,0.702812626,1674.561694,3180.980557,0,0,658,953,1,140876,less than 0.5 year,,0,0,bad
1410,3/4/17,first_funded+120,5647.091052,0.701776651,1889.671277,18041.39206,720.1458977,222.9315526,624,902,8,636604,between 0.5 and 1 years,,0,0,bad
38087,21/10/2017,first_funded+180,-30.22640811,0.701048814,-1068.191647,11177.77962,870.3092135,436.6049879,603,870.5,9,298295,between 10 and 12 years,0,0,0,bad
24319,7/9/16,first_funded+120,,0.699841785,-36.74394972,20149.59576,,,636,920,13,96011,between 6 and 8 years,,0,0,bad
12774,11/3/16,first_funded+120,2667.582546,0.699742278,26557.8505,-46.1133806,0,0,675,978.5,14,78216,between 5 and 6 years,,0,0,bad
2522,7/10/17,first_funded+180,2048.231702,0.699094676,2176.726481,17756.69017,6243.789266,213.9208623,624,902,13,83556,between 10 and 12 years,0,0,0,bad
18280,24/06/2017,first_funded+120,8643.988287,0.699020676,2813.627037,17143.54947,0,0,649,939.5,5,296188,,16,0,0,good
40122,7/12/16,first_funded+120,,0.698951136,-1166.931716,21235.53135,,,662,959,17,424335,between 6 and 8 years,,0,0,bad
2194,23/02/2017,first_funded+120,10491.30504,0.697736967,11609.68706,8388.562491,0,0,667,966.5,45,167035,between 14 and 17 years,,0,0,bad
2354,28/03/2017,first_funded+180,15172.73143,0.69657021,13495.7121,19340.31677,0,0,616,890,19,47405,between 1.5 and 2 years,,0,0,bad
18255,21/08/2017,first_funded+180,15948.97703,0.696397728,7791.500782,12160.48418,0,0,640,926,16,46207,between 10 and 12 years,24,0,0,bad
146,18/02/2017,first_funded+120,8169.583463,0.696013456,3811.813001,15745.47152,0,0,786,1145,10,15957,between 3 and 5 years,,0,0,bad
12491,14/02/2017,first_funded+120,2414.212801,0.694730918,16591.53562,3444.268278,782.7241517,285.3721006,624,902,9,1923,between 3 and 5 years,,0,0,bad
33891,18/10/2016,first_funded+120,13933.5313,0.694137179,782.8776,14039.11385,0,0,664,962,28,31542,less than 0.5 year,,0,0,bad
22198,19/09/2016,first_funded+180,36132.25986,0.693511437,1692.893367,47536.28313,0,0,,-34,,,between 1.5 and 2 years,,0,0,bad
13849,11/9/16,first_funded+120,5720.68677,0.692293946,797.1548673,8854.565682,0,0,642,929,21,156608,between 8 and 10 years,,0,0,bad
8449,22/12/2016,first_funded+120,6551.634982,0.692286725,48.19924832,9397.904882,0,0,591,852.5,18,29426,,,0,0,bad
37054,16/08/2016,first_funded+180,51636.47249,0.692285062,659.7609606,49236.54069,288.7296235,103.2427199,653,945.5,12,44382,between 6 and 8 years,,0,0,bad
9717,27/04/2017,first_funded+120,5350.565791,0.692121386,577.8682735,10534.2249,1047.22971,361.0645774,604,872,29,51900,between 12 and 14 years,0,0,0,bad
16044,8/9/17,first_funded+180,35.57555528,0.69198726,-1408.676974,7367.454197,915.9604827,314.8609219,624,902,14,124633,,0,0,0,bad
8782,20/04/2017,first_funded+120,3784.123405,0.690837702,614.8510782,5117.280017,0,0,610,881,4,28285,,14,0,0,bad
827,2/10/17,first_funded+120,2422.004611,0.69012309,191.0655184,4891.026038,285.1923414,175.7272719,638,923,6,80733,,,0,0,bad
22427,19/09/2016,first_funded+180,81.86999789,0.689868859,-3460.905305,13495.16728,448.3419188,318.4300113,674,977,15,132744,between 0.5 and 1 years,,0,0,bad
4749,28/05/2017,first_funded+180,1.190618343,0.689502194,-1103.692105,8207.080935,634.8730158,344.5522644,638,923,17,74604,between 0.5 and 1 years,,0,0,bad
